GRT_LABELLED_REGRESSION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumInputDimensions: 8
NumTargetDimensions: 3
TotalNumTrainingExamples: 287
UseExternalRanges: 0
RegressionData:
0.781525	0.57099	0.149088	0.429045	0.578917	0.0808178	0.518485	0.00132572	850	1220	2810
0.78135	0.570491	0.149715	0.428857	0.578812	0.0916211	0.518021	0.00132327	850	1220	2810
0.781232	0.570162	0.150919	0.428752	0.578875	0.089973	0.51772	0.00132044	850	1220	2810
0.781151	0.569928	0.152128	0.428688	0.578925	0.087542	0.517555	0.00132026	850	1220	2810
0.781065	0.569779	0.153644	0.428815	0.579093	0.0887812	0.517429	0.00131585	850	1220	2810
0.781017	0.569606	0.154576	0.428992	0.57917	0.0964046	0.517261	0.00131223	850	1220	2810
0.780906	0.569521	0.154559	0.429054	0.579239	0.0996237	0.517134	0.00131522	850	1220	2810
0.780879	0.569277	0.15562	0.429151	0.579249	0.101423	0.51706	0.00132839	850	1220	2810
0.780881	0.569216	0.158681	0.429281	0.57942	0.10184	0.517144	0.00133718	850	1220	2810
0.78096	0.569212	0.160854	0.429514	0.579662	0.103962	0.517264	0.0013387	850	1220	2810
0.781025	0.569381	0.161059	0.429855	0.58002	0.104036	0.517443	0.00133004	850	1220	2810
0.781123	0.569507	0.159745	0.430201	0.580307	0.103952	0.517609	0.0013227	850	1220	2810
0.781106	0.569709	0.15983	0.430283	0.580354	0.104066	0.517824	0.00131685	850	1220	2810
0.781039	0.569673	0.15931	0.429819	0.579841	0.104725	0.51795	0.00132038	850	1220	2810
0.780975	0.569536	0.158901	0.429191	0.579266	0.104007	0.518046	0.00132603	850	1220	2810
0.781041	0.569417	0.159118	0.42873	0.578819	0.103959	0.518162	0.00132668	850	1220	2810
0.781196	0.569557	0.1596	0.428414	0.579441	0.102835	0.518391	0.00131812	850	1220	2810
0.781381	0.569842	0.161256	0.427699	0.579811	0.1039	0.518689	0.00131526	850	1220	2810
0.781554	0.570222	0.162474	0.427108	0.57992	0.106052	0.519044	0.00129969	850	1220	2810
0.781659	0.570546	0.163872	0.426611	0.579589	0.109055	0.51938	0.00128617	850	1220	2810
0.781766	0.570771	0.16481	0.42632	0.579967	0.109627	0.519674	0.00128208	850	1220	2810
0.781848	0.570968	0.166614	0.425803	0.580737	0.107857	0.519908	0.0013022	850	1220	2810
0.781877	0.571125	0.168826	0.42566	0.580873	0.102748	0.520063	0.00131371	850	1220	2810
0.781789	0.571186	0.170789	0.425891	0.580507	0.0992567	0.520134	0.00131233	850	1220	2810
0.781653	0.571019	0.172076	0.426307	0.580288	0.100064	0.520121	0.0013111	850	1220	2810
0.781514	0.570751	0.173456	0.426725	0.580357	0.101771	0.520091	0.00131445	850	1220	2810
0.781413	0.570476	0.174997	0.426496	0.580244	0.102008	0.520046	0.00132081	850	1220	2810
0.781345	0.570274	0.177085	0.425917	0.579945	0.0977545	0.520031	0.00132079	850	1220	2810
0.781353	0.570137	0.179525	0.424821	0.580005	0.096713	0.520018	0.00132301	850	1220	2810
0.781348	0.570145	0.179172	0.424331	0.580071	0.0968991	0.520036	0.00132403	850	1220	2810
0.781381	0.570133	0.17804	0.42415	0.579806	0.101521	0.520004	0.00132313	850	1220	2810
0.78138	0.570211	0.176321	0.424532	0.57902	0.100991	0.519949	0.00132694	850	1220	2810
0.781395	0.570196	0.180996	0.424646	0.578498	0.102312	0.519879	0.00132625	850	1220	2810
0.781424	0.570226	0.181099	0.424614	0.578348	0.101521	0.519847	0.00132537	850	1220	2810
0.781491	0.570289	0.18232	0.424622	0.578478	0.10488	0.519896	0.00131216	850	1220	2810
0.781574	0.570414	0.1785	0.424814	0.578587	0.104582	0.520002	0.00131716	850	1220	2810
0.781684	0.570584	0.177624	0.42521	0.57863	0.105292	0.520118	0.00132064	850	1220	2810
0.781717	0.570801	0.174756	0.425531	0.57854	0.106494	0.520259	0.00132729	850	1220	2810
0.78177	0.570862	0.175966	0.426021	0.578617	0.105311	0.520362	0.00133053	850	1220	2810
0.781742	0.570988	0.178166	0.426366	0.578863	0.10114	0.520489	0.00132246	850	1220	2810
0.781746	0.570914	0.180576	0.426672	0.578893	0.0968233	0.520546	0.00131883	850	1220	2810
0.781693	0.570927	0.18295	0.42678	0.578922	0.0957976	0.520646	0.00131339	850	1220	2810
0.781705	0.570809	0.184089	0.426949	0.579031	0.0999061	0.520719	0.00131751	850	1220	2810
0.781778	0.570833	0.183877	0.427071	0.579368	0.103348	0.520855	0.00131846	850	1220	2810
0.781862	0.570978	0.181934	0.427138	0.57962	0.100259	0.521002	0.00131991	850	1220	2810
0.781906	0.571157	0.177773	0.427084	0.579967	0.0953587	0.521156	0.00132122	850	1220	2810
0.781892	0.571262	0.174641	0.427127	0.58016	0.0923122	0.52123	0.00130654	850	1220	2810
0.781902	0.571235	0.172565	0.427246	0.580353	0.0936917	0.521263	0.00130548	850	1220	2810
0.67767	0.36778	0.3162	0.936354	0.377614	0.0368292	0.456419	0.0012907	585	1710	2710
0.677335	0.366824	0.31076	0.935868	0.378225	0.0365545	0.455352	0.00130381	585	1710	2710
0.677298	0.366073	0.306056	0.936191	0.378801	0.0368187	0.454406	0.00131304	585	1710	2710
0.677593	0.365937	0.302835	0.936655	0.379035	0.0368228	0.454318	0.00130024	585	1710	2710
0.677947	0.366564	0.301337	0.937028	0.379279	0.0367167	0.455289	0.00127009	585	1710	2710
0.67825	0.367271	0.301919	0.937433	0.379468	0.0371937	0.456674	0.00127086	585	1710	2710
0.678631	0.367861	0.302935	0.937446	0.379603	0.0381105	0.458155	0.00128128	585	1710	2710
0.679068	0.368563	0.306491	0.937256	0.379709	0.0389746	0.459717	0.00130397	585	1710	2710
