GRT_LABELLED_REGRESSION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumInputDimensions: 8
NumTargetDimensions: 3
TotalNumTrainingExamples: 297
UseExternalRanges: 0
RegressionData:
0.0540555	0.247674	0.525158	0.529446	1	0.696172	0.615136	0.0512439	850	1220	2810
0.0486011	0.244726	0.521147	0.529343	1	0.693059	0.610925	0.0439908	850	1220	2810
0.0516772	0.244091	0.516015	0.529299	1	0.688577	0.616091	0.0444028	850	1220	2810
0.060006	0.254885	0.51151	0.529396	1	0.68329	0.632525	0.0527254	850	1220	2810
0.0685593	0.26353	0.506918	0.529349	1	0.676323	0.652283	0.0710758	850	1220	2810
0.0702463	0.269494	0.502277	0.529277	1	0.668569	0.657695	0.0778758	850	1220	2810
0.0826663	0.267967	0.497893	0.529305	1	0.660566	0.656237	0.0695636	850	1220	2810
0.0959566	0.274577	0.495245	0.529388	1	0.655049	0.661963	0.0572406	850	1220	2810
0.0981873	0.287518	0.493971	0.529415	1	0.652405	0.672894	0.0563531	850	1220	2810
0.0910366	0.303145	0.494446	0.529596	1	0.652948	0.691908	0.0519879	850	1220	2810
0.0818241	0.310416	0.495414	0.52977	1	0.654586	0.691901	0.0553429	850	1220	2810
0.0816082	0.309991	0.496746	0.530029	1	0.656771	0.682315	0.0592266	850	1220	2810
0.0741708	0.309024	0.497505	0.530138	1	0.658684	0.666929	0.0645383	850	1220	2810
0.0665999	0.309084	0.498352	0.530254	0.999972	0.66053	0.672756	0.0611953	850	1220	2810
0.0560284	0.318214	0.498832	0.530293	0.999802	0.662259	0.684673	0.0623262	850	1220	2810
0.048831	0.334732	0.499342	0.530348	0.999913	0.663466	0.688147	0.0598397	850	1220	2810
0.0456227	0.352941	0.49846	0.530407	1	0.65933	0.680309	0.0595677	850	1220	2810
0.043405	0.357989	0.497264	0.530515	1	0.65164	0.674552	0.051711	850	1220	2810
0.047193	0.356482	0.495785	0.530515	1	0.644792	0.681354	0.0495351	850	1220	2810
0.0513449	0.352767	0.496655	0.530561	1	0.644732	0.694187	0.0505342	850	1220	2810
0.0581726	0.352737	0.498497	0.530566	1	0.648326	0.69492	0.0516046	850	1220	2810
0.0652818	0.351498	0.500871	0.530784	1	0.651308	0.683802	0.051172	850	1220	2810
0.074605	0.342405	0.501478	0.530914	1	0.652161	0.684365	0.0504146	850	1220	2810
0.068771	0.315023	0.502091	0.530949	1	0.652768	0.694042	0.0432609	850	1220	2810
0.0609765	0.282156	0.502524	0.530773	1	0.653692	0.709575	0.0120557	850	1220	2810
0.0632282	0.248639	0.503936	0.530733	1	0.656689	0.730016	0	850	1220	2810
0.0768378	0.221974	0.507455	0.53129	1	0.662174	0.740848	0	850	1220	2810
0.0802354	0.203866	0.51135	0.531874	1	0.667781	0.757976	0	850	1220	2810
0.0830027	0.20609	0.514272	0.532096	1	0.672425	0.735478	0.0134541	850	1220	2810
0.0940288	0.236257	0.514754	0.531806	1	0.675129	0.705088	0.0240979	850	1220	2810
0.118277	0.266199	0.515747	0.531716	1	0.67844	0.686613	0.0255338	850	1220	2810
0.138563	0.278392	0.5167	0.53173	1	0.681087	0.68198	0.0272877	850	1220	2810
0.146179	0.270018	0.523883	0.533847	1	0.689445	0.663525	0.0271209	850	1220	2810
0.146477	0.258228	0.634996	0.567194	1	0.779756	0.648541	0.0283768	850	1220	2810
